text,favorites,retweets,source,day,hour,sentiment_score,sentiment_tag,sent_count,day_name
"@4ever_raspberry Hi there, can you drop us a DM with some more information please?",0,0,Agorapulse app,2021-10-13,16,0.5,Positive,338,Wednesday
"If you test positive for COVID-19 you will get a text message. This will include a link to a website where you can upload contact details for your close contacts. If you do not use the website, a contact tracer will phone you to collect the details. https://t.co/xiUd7wNdIP",10,6,Twitter Web App,2021-10-13,14,0.22727272699999998,Positive,338,Wednesday
If you are immunocompromised you may be offered another #COVIDVaccine dose. A weak immune system means you may not have responded as well to your vaccine as others. Another dose should protect you from becoming very ill from COVID-19. https://t.co/feIWZhP7ff #ForUsAll https://t.co/OczYjdIh7g,12,4,Twitter Media Studio,2021-10-13,12,-0.19166666699999999,Negative,59,Wednesday
Seo séasúr an fhliú. Má tá tú os cionn 65 is féidir snáthaid an fhliú a fháil ó do dhochtúir nó Cógaiseoir. Tuilleadh eolais  #YourBestShot ar https://t.co/5ZnO6RXySJ https://t.co/N9WTdf0iCg,4,3,Twitter Web App,2021-10-13,10,0.0,Neutral,303,Wednesday
"RT @_respectprotect: Contraception for women aged 17-25 years old will be free from August next year, as part of measures announced in #Bud…",0,17,Twitter Web App,2021-10-13,10,0.1,Neutral,303,Wednesday
"@NaughtonNiamh Hi Niamh, the HSE website has not been down this morning. Could you please try to access the website from another browser or device?",0,0,Agorapulse app,2021-10-13,09,-0.15555555599999998,Negative,59,Wednesday
"@Misslornielou Hi there, thank you for letting us know. This has now been resolved, please book your Covid-19 test here:  https://t.co/ET1sj0rYLL",0,0,Agorapulse app,2021-10-13,08,0.0,Neutral,303,Wednesday
"@cartieral Hi there, thank you for letting us know. This has now been resolved, please book your Covid-19 test here:  https://t.co/ET1sj0rYLL",0,0,Agorapulse app,2021-10-13,08,0.0,Neutral,303,Wednesday
"@seamus_moore Hi there, thank you for letting us know. This has now been resolved, please book your Covid-19 test here:  https://t.co/ET1sj0rYLL",0,0,Agorapulse app,2021-10-13,08,0.0,Neutral,303,Wednesday
"@aodhainoduinn Hi there, thank you for letting us know. This has now been resolved, please book your Covid-19 test here:  https://t.co/ET1sj0rYLL",0,0,Agorapulse app,2021-10-13,08,0.0,Neutral,303,Wednesday
"@JohnStewart90 Hi there, thank you for letting us know. This has now been resolved, please book your Covid-19 test here:  https://t.co/ET1sj0rYLL",0,0,Agorapulse app,2021-10-13,08,0.0,Neutral,303,Wednesday
"@paulabradely Hi there, thank you for letting us know. This has now been resolved, please book your Covid-19 test here:  https://t.co/ET1sj0rYLL",0,0,Agorapulse app,2021-10-13,08,0.0,Neutral,303,Wednesday
"@DermotJudge Hi there, thank you for letting us know. This has now been resolved, please book your Covid-19 test here:  https://t.co/ET1sj0rYLL",1,0,Agorapulse app,2021-10-13,08,0.0,Neutral,303,Wednesday
"@wowiezowiee Hi there, thank you for letting us know. This has now been resolved, please book your Covid-19 test here:  https://t.co/ET1sj0rYLL",0,0,Agorapulse app,2021-10-13,08,0.0,Neutral,303,Wednesday
"@stevesynnott Hi there, thank you for letting us know. This has now been resolved, please book your Covid-19 test here:  https://t.co/ET1sj0rYLL",0,0,Agorapulse app,2021-10-13,08,0.0,Neutral,303,Wednesday
"@CeeCeeBones Hi there, thank you for letting us know. This has now been resolved, please book your Covid-19 test here:  https://t.co/ET1sj0rYLL",1,0,Agorapulse app,2021-10-13,08,0.0,Neutral,303,Wednesday
"@sarahlennon08 Hi there, thank you for letting us know. This issue has now been resolved, please book your Covid-19 test here:  https://t.co/ET1sj0rYLL",1,0,Agorapulse app,2021-10-13,08,0.0,Neutral,303,Wednesday
"@CeeCeeBones Hi there, thank you for letting us know. This issue has now been resolved, please book your Covid-19 test here:  https://t.co/ET1sj0rYLL",0,0,Agorapulse app,2021-10-13,08,0.0,Neutral,303,Wednesday
"@mqpofficial Hi there, thank you for letting us know. This issue has now been resolved, please book your Covid-19 test here:  https://t.co/ET1sj0rYLL",0,0,Agorapulse app,2021-10-13,08,0.0,Neutral,303,Wednesday
"Blood clots in the leg, arm or lung can happen suddenly and can be fatal. Today on #WorldThrombosisDay, we urge you to: 

👉Know your risk, 
👉🏾Spot the signs, 
👉Act fast to get medical attention

More: https://t.co/rgiv6iaUav https://t.co/5QZeEqhtYB",115,50,Twitter Web App,2021-10-13,08,0.175,Positive,338,Wednesday
"@cc44321 Hi there, if you would like to DM your query we can try to help here.",1,0,Agorapulse app,2021-12-10,18,0.0,Neutral,303,Friday
"Healthcare workers can prevent the spread of flu and save lives by getting the flu vaccine. Speak to your line manager, peer vaccinator, or occupational health department about getting your free flu vaccine this winter. https://t.co/kYjqmcQvxP #YourBestShot https://t.co/VNmRWCFRrT",17,7,Twitter Media Studio,2021-12-10,16,0.4,Positive,338,Friday
"Having clean hands is the best way to stop the spread of harmful germs and slow the spread of COVID-19.  

Continue to wash your hands properly and often for at least 20 seconds with warm water and soap or an alcohol hand sanitiser. Learn more: https://t.co/ClXqJwMZai https://t.co/UwUhDp3Otq",19,6,Twitter Media Studio,2021-12-10,14,0.26666666699999997,Positive,338,Friday
RT @careexperience: All eligible patients will receive a National Inpatient Experience Survey questionnaire by post at the end of October.…,0,2,Twitter Web App,2021-12-10,13,0.0,Neutral,303,Friday
"""It literally is the gift of new life.""

Edel Cashman was gifted a new life when she received a liver transplant in 2018. Watch her story and #HaveThatConversation about organ donation with your family. Learn more: https://t.co/213DrPamjb

#OrganDonationSavesLives https://t.co/8oVlAGOu1j",15,2,Twitter Media Studio,2021-12-10,12,0.318181818,Positive,338,Friday
"@paulsweeneyman @paulreiddublin Hi Paul, sorry to hear you are having trouble getting through to our helpline. Option 1 is for vaccine information if you would like to try that or you can send us a DM with your question. More details on booster doses here: https://t.co/kS7LjD6IUv",0,0,Twitter Web App,2021-12-10,11,-0.066666667,Negative,59,Friday
@AmbulanceNAS is recruiting an extra 100 Student Paramedics early next year who will commence a 3 year BSc. Programme at the National Ambulance Service College. Learn more: https://t.co/X5NCjQK9UY https://t.co/DKfuyd3R4B,49,22,Twitter Web App,2021-12-10,10,0.15,Neutral,303,Friday
You can book a #COVID19 test online if you have symptoms of COVID-19. Just log on to our system and pick a time slot up to the end of the following day. Learn more here: https://t.co/c1897WbIWB https://t.co/tqvq8efjFb,9,3,Twitter Web App,2021-12-10,09,0.25,Positive,338,Friday
"If you have received a COVID-19 vaccine course, you should get a booster dose if you are: 
 
👉🏻 80 or older, or 
👉🏾65 or older and living in a nursing home or long-term care facility 
 
Learn more: https://t.co/eCsqWjErXQ

#COVIDVaccines #ForUsAll https://t.co/3GZoEepfhM",49,20,Twitter Web App,2021-12-10,08,0.27777777800000003,Positive,338,Friday
"RT @Ch6East: The #COVID19 Community Testing Centre at the RDS Shrewsbury Rd, Dublin has relocated to the Irish Management Institute @IMI_Ir…",0,6,Twitter Web App,2021-11-10,16,0.0,Neutral,303,Wednesday
@luckyinlife777 Hi there can you drop us a DM with some more information please?,0,0,Agorapulse app,2021-11-10,15,0.5,Positive,338,Wednesday
"Claire Fitzpatrick, Lactation Consultant Midland Regional Hospital Portlaoise has been finding innovative ways to support new mothers with breastfeeding during COVID-19 https://t.co/qbwUXMnr22 #OurHealthService https://t.co/7QqdwxD3K5",31,4,Twitter Web App,2021-11-10,15,0.318181818,Positive,338,Wednesday
"If you have symptoms of #COVID19, self-isolate (stay in your room) and get a COVID-19 test. Learn more about the symptoms of COVID-19 here: https://t.co/cQGYL1U6VP https://t.co/cpYnMAUUtQ",15,7,Twitter Media Studio,2021-11-10,13,0.5,Positive,338,Wednesday
"Don't make your minor injury a major hassle. If it's a sprain, break or minor burn, your local injury unit can treat you. Find out more about injury units here: https://t.co/QtgMfzzzyw https://t.co/erRis0eWUU",5,1,Twitter Media Studio,2021-11-10,11,0.0925,Neutral,303,Wednesday
"""They are dedicated, hardworking, knowledgeable and an excellent asset to the renal team"".

Jini Jacob &amp; Sani George have been appointed the first Renal Advanced Nurse Practitioners at the Midland Regional Hospital Tullamore’s Renal Unit: https://t.co/Wg44hkQG6p #OurHealthService https://t.co/tvEMGYy7Cf",31,3,Twitter Web App,2021-11-10,09,0.55,Positive,338,Wednesday
"As Ireland continues to reopen, we need to keep protecting each other by washing our hands regularly, wearing face coverings and keeping a distance.    
   
We've come so far together. We can do this.  #ForUsAll

➡ https://t.co/7sl6rSvt3m https://t.co/fxxCw5yJbU",21,11,Twitter Media Studio,2021-11-10,07,-0.008333333,Negative,59,Wednesday
"RT @RTEOne: ""This choir has huge potential""

David Brophy's Frontline Choir is a new series following the journey of an exceptional choir m…",0,18,Twitter for iPhone,2021-10-10,17,0.240606061,Positive,338,Sunday
#COVID19Vaccines are working and helping to prevent severe illness across Ireland. But COVID-19 can still infect people. Stay safe. Keep following public health guidance #ForUsAll https://t.co/OgTainexVD,16,3,Twitter Media Studio,2021-10-10,15,0.166666667,Positive,338,Sunday
"Some face-to-face services are limited at the moment because of the COVID-19 outbreak. But a number of organisations are still providing: 
 
👉🏾 online counselling and support 
👉🏻 phone support 
👉🏼 text support 
 
Learn more: https://t.co/JMSQBQBf0R #StaySafe #ForUsAll https://t.co/REuv0G3aL0",10,3,Twitter Web App,2021-10-10,13,0.214285714,Positive,338,Sunday
"If you test positive for COVID-19 you will get a text message. This will include a link to a website where you can upload contact details for your close contacts. If you do not use the website, a contact tracer will phone you to collect the details. https://t.co/ivhatwrOWc",6,5,Twitter Web App,2021-10-10,11,0.22727272699999998,Positive,338,Sunday
This Sunday is #WorldMentalHealthDay - we are proud to support organisations offering services for those who need it. #WMHD #YourMentalHealth https://t.co/bZKCew8HE2 https://t.co/xZuYVKimsY,30,15,Twitter Web App,2021-10-10,10,0.8,Positive,338,Sunday
"Healthcare workers can prevent the spread of flu and save lives by getting the flu vaccine. Speak to your line manager, peer vaccinator, or occupational health department about getting your free flu vaccine this winter. https://t.co/5ZnO6RFY1b #YourBestShot https://t.co/lVJFqhWkO3",41,15,Twitter Media Studio,2021-10-10,08,0.4,Positive,338,Sunday
If you are immunocompromised you may be offered another #COVIDVaccine dose. A weak immune system means you may not have responded as well to your vaccine as others. Another dose should protect you from becoming very ill from COVID-19. https://t.co/5WJKVuAwuL #ForUsAll https://t.co/WZy8e1UpET,22,15,Twitter Media Studio,2021-09-10,16,-0.19166666699999999,Negative,59,Friday
You can book a #COVID19 test online if you have symptoms of COVID-19. Just log on to our system and pick a time slot up to the end of the following day. Learn more here: https://t.co/BsvIEhsbfx https://t.co/PwcWkhM7Wj,11,5,Twitter Web App,2021-09-10,14,0.25,Positive,338,Friday
"If you're leaving home today, please remember to follow public health guidelines - keep your distance from anyone you meet, wear a face covering indoors or in crowded outdoor spaces, and keep washing those hands. We can do this. #ForUsAll https://t.co/4IWfkWUj7I",37,11,Twitter Web App,2021-09-10,12,0.0,Neutral,303,Friday
"Today is EU Organ Donation Awareness Day.  Take the opportunity to #HaveThatConversation with your family and make sure that they know what your wishes are, because organ donation saves lives. Find out more: https://t.co/JZ08FbZnoP

#OrganDonationSavesLives https://t.co/WQhhz0OVIu",30,15,Twitter Web App,2021-09-10,08,0.5,Positive,338,Friday
@dinnywhite Hi there. Test results can take up to 48 hours. Hope you get your results soon.,0,0,Agorapulse app,2021-09-10,07,0.0,Neutral,303,Friday
"Walk-in clinics are open for people aged 12 and older. Children aged 12 to 15 must attend with their parent or guardian.
Visit https://t.co/2ew0ZKomar for more details. 

#ForUsAll",5,3,Twitter for iPhone,2021-09-10,07,0.093333333,Neutral,303,Friday
"📍Cillin Hill Conference Centre 8.15am to 12.30pm
📍Breaffy House 9.30am-5.30pm
📍Simonstown GAA Club 9am-5pm
📍Glencarn Hotel 9.30am-4.30pm
📍Kilbride Community Centre 9.15am to 12.15pm
📍Clonmel Park Hotel 9.00am-12.00pm
📍Astro Active Centre 9am to 1pm
📍Shoreline 10am to 1pm",7,4,Twitter for iPhone,2021-09-10,07,-0.133333333,Negative,59,Friday
"Here are today’s open walk-in #COVIDVaccine clinics.

📍The Woodford Dolmen Hotel 9am to 12:30pm
📍Kilmore Hotel 8.30am to 4pm
📍West County Hotel 4.30pm to 7.00pm
📍Letterkenny Community Assessment Hub 11am to 3pm
📍Galway Racecourse
 8.30am to 4.00pm https://t.co/1K43UAJ9Jw",23,6,Twitter for iPhone,2021-09-10,07,0.0,Neutral,303,Friday
"@EmPeeKay76 Hi Michael, could you please DM us regarding this?",0,0,Agorapulse app,2021-08-10,15,0.0,Neutral,303,Tuesday
RT @DMHospitalGroup: An exciting opportunity to lead the delivery of e-Health innovation to support the reform of healthcare across the Hos…,0,7,Twitter Web App,2021-08-10,15,0.3,Positive,338,Tuesday
"While anyone can catch the flu, people over 65 are more at risk of getting seriously ill or needing hospital treatment. So if you're over 65, make an appointment with your GP or pharmacist today. Learn more: https://t.co/5ZnO6RFY1b #YourBestShot https://t.co/gY6ZZISjbX",7,3,Twitter Web App,2021-08-10,14,0.166666667,Positive,338,Tuesday
"@yanoosh69 @GreystonesCC Hi there, could you please contact the medical card team regarding this and they will be able to advise you further. You can find contact details here: https://t.co/eaHmItUEdu",0,0,Agorapulse app,2021-08-10,13,0.166666667,Positive,338,Tuesday
