,text,favorites,retweets,source,day,hour,sentiment_score,sentiment_tag
636,"Described as a “godsend”, the Community Intervention Team (CIT) in Kerry is a specialist nurse-led service which can allow people to avoid a hospital stay or leave hospital earlier than would have otherwise been possible: https://t.co/g3O6HRCcoU #OurHealthService https://t.co/OB7NLmTmkg",38,5,Twitter Web App,2021-10-14,09:40:00,0.0,Neutral
637,"@IrishinCanada Hi there, yes you are.",1,0,Agorapulse app,2021-10-14,09:20:25,0.0,Neutral
638,"@donnell_od Hi Mary, the system was down yesterday but should be back up and running now. Sorry for inconvenience.",0,0,Agorapulse app,2021-10-14,08:20:23,-0.21851851851851853,Negative
639,"Detecting cancer early allows for better treatment options and higher survival rates.

Know the signs and if you are concerned, always reach out to your GP. Learn more: https://t.co/G8t57xBkBG #KnowTheSigns https://t.co/vzowSpQjd8",22,8,Twitter Web App,2021-10-14,08:19:37,0.3375,Positive
640,"""In the months and years since Matilda has passed, it's given us huge comfort to know that her kidneys have gone to save someone else's life""

Watch Rebecca’s story and #HaveThatConversation with your loved ones #OrganDonationSavesLives 

https://t.co/213DrPamjb https://t.co/QxJfBs7f7P",14,3,Twitter Web App,2021-10-14,08:08:00,0.55,Positive
641,"@whatisbrain Hi Eoghan, you can see a list of current vaccination centres here - https://t.co/2ew0ZKomar",0,0,Agorapulse app,2021-10-13,19:04:43,0.0,Neutral
642,"@cnbcwatcher90 Hi Rosie, you can see all Government rules for entry to Ireland on their website here - https://t.co/3ezFdRG5uQ",0,0,Agorapulse app,2021-10-13,19:03:22,0.0,Neutral
643,"@CronyZapponey Hi there, can you drop us a screenshot and some more information via DM please?",0,0,Agorapulse app,2021-10-13,17:34:51,0.5,Positive
644,"@joescrt Hi Joe, if you can drop us a DM with some more information we will take a look for you.",1,0,Agorapulse app,2021-10-13,17:02:10,0.5,Positive
645,"If you have symptoms of #COVID19, self-isolate (stay in your room) and get a COVID-19 test. Learn more about the symptoms of COVID-19 here: https://t.co/vRVClD4sYC https://t.co/xVetIzHdwV",5,1,Twitter Media Studio,2021-10-13,16:30:01,0.5,Positive
646,"@4ever_raspberry Hi there, can you drop us a DM with some more information please?",0,0,Agorapulse app,2021-10-13,16:29:24,0.5,Positive
647,"If you test positive for COVID-19 you will get a text message. This will include a link to a website where you can upload contact details for your close contacts. If you do not use the website, a contact tracer will phone you to collect the details. https://t.co/xiUd7wNdIP",10,6,Twitter Web App,2021-10-13,14:26:00,0.22727272727272727,Positive
648,If you are immunocompromised you may be offered another #COVIDVaccine dose. A weak immune system means you may not have responded as well to your vaccine as others. Another dose should protect you from becoming very ill from COVID-19. https://t.co/feIWZhP7ff #ForUsAll https://t.co/OczYjdIh7g,12,4,Twitter Media Studio,2021-10-13,12:27:00,-0.19166666666666665,Negative
649,Seo séasúr an fhliú. Má tá tú os cionn 65 is féidir snáthaid an fhliú a fháil ó do dhochtúir nó Cógaiseoir. Tuilleadh eolais  #YourBestShot ar https://t.co/5ZnO6RXySJ https://t.co/N9WTdf0iCg,4,3,Twitter Web App,2021-10-13,10:22:00,0.0,Neutral
650,"RT @_respectprotect: Contraception for women aged 17-25 years old will be free from August next year, as part of measures announced in #Bud…",0,17,Twitter Web App,2021-10-13,10:17:43,0.1,Neutral
651,"@NaughtonNiamh Hi Niamh, the HSE website has not been down this morning. Could you please try to access the website from another browser or device?",0,0,Agorapulse app,2021-10-13,09:18:21,-0.15555555555555559,Negative
652,"@Misslornielou Hi there, thank you for letting us know. This has now been resolved, please book your Covid-19 test here:  https://t.co/ET1sj0rYLL",0,0,Agorapulse app,2021-10-13,08:51:42,0.0,Neutral
653,"@cartieral Hi there, thank you for letting us know. This has now been resolved, please book your Covid-19 test here:  https://t.co/ET1sj0rYLL",0,0,Agorapulse app,2021-10-13,08:48:23,0.0,Neutral
654,"@seamus_moore Hi there, thank you for letting us know. This has now been resolved, please book your Covid-19 test here:  https://t.co/ET1sj0rYLL",0,0,Agorapulse app,2021-10-13,08:48:06,0.0,Neutral
655,"@aodhainoduinn Hi there, thank you for letting us know. This has now been resolved, please book your Covid-19 test here:  https://t.co/ET1sj0rYLL",0,0,Agorapulse app,2021-10-13,08:47:42,0.0,Neutral
656,"@JohnStewart90 Hi there, thank you for letting us know. This has now been resolved, please book your Covid-19 test here:  https://t.co/ET1sj0rYLL",0,0,Agorapulse app,2021-10-13,08:47:28,0.0,Neutral
657,"@paulabradely Hi there, thank you for letting us know. This has now been resolved, please book your Covid-19 test here:  https://t.co/ET1sj0rYLL",0,0,Agorapulse app,2021-10-13,08:47:17,0.0,Neutral
658,"@DermotJudge Hi there, thank you for letting us know. This has now been resolved, please book your Covid-19 test here:  https://t.co/ET1sj0rYLL",1,0,Agorapulse app,2021-10-13,08:47:07,0.0,Neutral
659,"@wowiezowiee Hi there, thank you for letting us know. This has now been resolved, please book your Covid-19 test here:  https://t.co/ET1sj0rYLL",0,0,Agorapulse app,2021-10-13,08:46:40,0.0,Neutral
660,"@stevesynnott Hi there, thank you for letting us know. This has now been resolved, please book your Covid-19 test here:  https://t.co/ET1sj0rYLL",0,0,Agorapulse app,2021-10-13,08:46:24,0.0,Neutral
661,"@CeeCeeBones Hi there, thank you for letting us know. This has now been resolved, please book your Covid-19 test here:  https://t.co/ET1sj0rYLL",1,0,Agorapulse app,2021-10-13,08:45:43,0.0,Neutral
662,"@sarahlennon08 Hi there, thank you for letting us know. This issue has now been resolved, please book your Covid-19 test here:  https://t.co/ET1sj0rYLL",1,0,Agorapulse app,2021-10-13,08:44:54,0.0,Neutral
663,"@CeeCeeBones Hi there, thank you for letting us know. This issue has now been resolved, please book your Covid-19 test here:  https://t.co/ET1sj0rYLL",0,0,Agorapulse app,2021-10-13,08:44:41,0.0,Neutral
664,"@mqpofficial Hi there, thank you for letting us know. This issue has now been resolved, please book your Covid-19 test here:  https://t.co/ET1sj0rYLL",0,0,Agorapulse app,2021-10-13,08:44:03,0.0,Neutral
665,"Blood clots in the leg, arm or lung can happen suddenly and can be fatal. Today on #WorldThrombosisDay, we urge you to: 

👉Know your risk, 
👉🏾Spot the signs, 
👉Act fast to get medical attention

More: https://t.co/rgiv6iaUav https://t.co/5QZeEqhtYB",115,50,Twitter Web App,2021-10-13,08:07:00,0.175,Positive
666,"@cc44321 Hi there, if you would like to DM your query we can try to help here.",1,0,Agorapulse app,2021-10-12,18:03:31,0.0,Neutral
667,"Healthcare workers can prevent the spread of flu and save lives by getting the flu vaccine. Speak to your line manager, peer vaccinator, or occupational health department about getting your free flu vaccine this winter. https://t.co/kYjqmcQvxP #YourBestShot https://t.co/VNmRWCFRrT",17,7,Twitter Media Studio,2021-10-12,16:16:00,0.4,Positive
668,"Having clean hands is the best way to stop the spread of harmful germs and slow the spread of COVID-19.  

Continue to wash your hands properly and often for at least 20 seconds with warm water and soap or an alcohol hand sanitiser. Learn more: https://t.co/ClXqJwMZai https://t.co/UwUhDp3Otq",19,6,Twitter Media Studio,2021-10-12,14:40:00,0.26666666666666666,Positive
669,RT @careexperience: All eligible patients will receive a National Inpatient Experience Survey questionnaire by post at the end of October.…,0,2,Twitter Web App,2021-10-12,13:42:04,0.0,Neutral
670,"""It literally is the gift of new life.""

Edel Cashman was gifted a new life when she received a liver transplant in 2018. Watch her story and #HaveThatConversation about organ donation with your family. Learn more: https://t.co/213DrPamjb

#OrganDonationSavesLives https://t.co/8oVlAGOu1j",15,2,Twitter Media Studio,2021-10-12,12:20:00,0.3181818181818182,Positive
671,"@paulsweeneyman @paulreiddublin Hi Paul, sorry to hear you are having trouble getting through to our helpline. Option 1 is for vaccine information if you would like to try that or you can send us a DM with your question. More details on booster doses here: https://t.co/kS7LjD6IUv",0,0,Twitter Web App,2021-10-12,11:26:38,-0.06666666666666665,Negative
672,@AmbulanceNAS is recruiting an extra 100 Student Paramedics early next year who will commence a 3 year BSc. Programme at the National Ambulance Service College. Learn more: https://t.co/X5NCjQK9UY https://t.co/DKfuyd3R4B,49,22,Twitter Web App,2021-10-12,10:22:00,0.15,Neutral
673,You can book a #COVID19 test online if you have symptoms of COVID-19. Just log on to our system and pick a time slot up to the end of the following day. Learn more here: https://t.co/c1897WbIWB https://t.co/tqvq8efjFb,9,3,Twitter Web App,2021-10-12,09:38:00,0.25,Positive
674,"If you have received a COVID-19 vaccine course, you should get a booster dose if you are: 
 
👉🏻 80 or older, or 
👉🏾65 or older and living in a nursing home or long-term care facility 
 
Learn more: https://t.co/eCsqWjErXQ

#COVIDVaccines #ForUsAll https://t.co/3GZoEepfhM",49,20,Twitter Web App,2021-10-12,08:01:00,0.27777777777777773,Positive
675,"RT @Ch6East: The #COVID19 Community Testing Centre at the RDS Shrewsbury Rd, Dublin has relocated to the Irish Management Institute @IMI_Ir…",0,6,Twitter Web App,2021-10-11,16:01:02,0.0,Neutral
676,@luckyinlife777 Hi there can you drop us a DM with some more information please?,0,0,Agorapulse app,2021-10-11,15:53:33,0.5,Positive
677,"Claire Fitzpatrick, Lactation Consultant Midland Regional Hospital Portlaoise has been finding innovative ways to support new mothers with breastfeeding during COVID-19 https://t.co/qbwUXMnr22 #OurHealthService https://t.co/7QqdwxD3K5",31,4,Twitter Web App,2021-10-11,15:41:16,0.3181818181818182,Positive
678,"If you have symptoms of #COVID19, self-isolate (stay in your room) and get a COVID-19 test. Learn more about the symptoms of COVID-19 here: https://t.co/cQGYL1U6VP https://t.co/cpYnMAUUtQ",15,7,Twitter Media Studio,2021-10-11,13:36:00,0.5,Positive
679,"Don't make your minor injury a major hassle. If it's a sprain, break or minor burn, your local injury unit can treat you. Find out more about injury units here: https://t.co/QtgMfzzzyw https://t.co/erRis0eWUU",5,1,Twitter Media Studio,2021-10-11,11:05:00,0.0925,Neutral
680,"""They are dedicated, hardworking, knowledgeable and an excellent asset to the renal team"".

Jini Jacob &amp; Sani George have been appointed the first Renal Advanced Nurse Practitioners at the Midland Regional Hospital Tullamore’s Renal Unit: https://t.co/Wg44hkQG6p #OurHealthService https://t.co/tvEMGYy7Cf",31,3,Twitter Web App,2021-10-11,09:20:00,0.5499999999999999,Positive
681,"As Ireland continues to reopen, we need to keep protecting each other by washing our hands regularly, wearing face coverings and keeping a distance.    
   
We've come so far together. We can do this.  #ForUsAll

➡ https://t.co/7sl6rSvt3m https://t.co/fxxCw5yJbU",21,11,Twitter Media Studio,2021-10-11,07:47:00,-0.008333333333333331,Negative
682,"RT @RTEOne: ""This choir has huge potential""

David Brophy's Frontline Choir is a new series following the journey of an exceptional choir m…",0,18,Twitter for iPhone,2021-10-10,17:40:58,0.24060606060606063,Positive
683,#COVID19Vaccines are working and helping to prevent severe illness across Ireland. But COVID-19 can still infect people. Stay safe. Keep following public health guidance #ForUsAll https://t.co/OgTainexVD,16,3,Twitter Media Studio,2021-10-10,15:45:00,0.16666666666666666,Positive
684,"Some face-to-face services are limited at the moment because of the COVID-19 outbreak. But a number of organisations are still providing: 
 
👉🏾 online counselling and support 
👉🏻 phone support 
👉🏼 text support 
 
Learn more: https://t.co/JMSQBQBf0R #StaySafe #ForUsAll https://t.co/REuv0G3aL0",10,3,Twitter Web App,2021-10-10,13:44:00,0.2142857142857143,Positive
685,"If you test positive for COVID-19 you will get a text message. This will include a link to a website where you can upload contact details for your close contacts. If you do not use the website, a contact tracer will phone you to collect the details. https://t.co/ivhatwrOWc",6,5,Twitter Web App,2021-10-10,11:44:00,0.22727272727272727,Positive
686,This Sunday is #WorldMentalHealthDay - we are proud to support organisations offering services for those who need it. #WMHD #YourMentalHealth https://t.co/bZKCew8HE2 https://t.co/xZuYVKimsY,30,15,Twitter Web App,2021-10-10,10:17:00,0.8,Positive
687,"Healthcare workers can prevent the spread of flu and save lives by getting the flu vaccine. Speak to your line manager, peer vaccinator, or occupational health department about getting your free flu vaccine this winter. https://t.co/5ZnO6RFY1b #YourBestShot https://t.co/lVJFqhWkO3",41,15,Twitter Media Studio,2021-10-10,08:43:00,0.4,Positive
688,If you are immunocompromised you may be offered another #COVIDVaccine dose. A weak immune system means you may not have responded as well to your vaccine as others. Another dose should protect you from becoming very ill from COVID-19. https://t.co/5WJKVuAwuL #ForUsAll https://t.co/WZy8e1UpET,22,15,Twitter Media Studio,2021-10-09,16:42:00,-0.19166666666666665,Negative
689,You can book a #COVID19 test online if you have symptoms of COVID-19. Just log on to our system and pick a time slot up to the end of the following day. Learn more here: https://t.co/BsvIEhsbfx https://t.co/PwcWkhM7Wj,11,5,Twitter Web App,2021-10-09,14:41:00,0.25,Positive
690,"If you're leaving home today, please remember to follow public health guidelines - keep your distance from anyone you meet, wear a face covering indoors or in crowded outdoor spaces, and keep washing those hands. We can do this. #ForUsAll https://t.co/4IWfkWUj7I",37,11,Twitter Web App,2021-10-09,12:40:00,0.0,Neutral
691,"Today is EU Organ Donation Awareness Day.  Take the opportunity to #HaveThatConversation with your family and make sure that they know what your wishes are, because organ donation saves lives. Find out more: https://t.co/JZ08FbZnoP

#OrganDonationSavesLives https://t.co/WQhhz0OVIu",30,15,Twitter Web App,2021-10-09,08:20:00,0.5,Positive
692,@dinnywhite Hi there. Test results can take up to 48 hours. Hope you get your results soon.,0,0,Agorapulse app,2021-10-09,07:29:01,0.0,Neutral
